datetime,VW05
2/16/2006 8:00,
2/16/2006 9:00,
2/16/2006 10:00,
2/16/2006 11:00,
2/16/2006 12:00,
2/16/2006 13:00,
2/16/2006 14:00,
2/16/2006 15:00,
2/16/2006 16:00,
2/16/2006 17:00,
2/16/2006 18:00,
2/16/2006 19:00,
2/16/2006 20:00,
2/16/2006 21:00,
2/16/2006 22:00,
2/16/2006 23:00,
2/17/2006 0:00,
2/17/2006 1:00,
2/17/2006 2:00,
2/17/2006 3:00,
2/17/2006 4:00,
2/17/2006 5:00,
2/17/2006 6:00,
2/17/2006 7:00,
2/17/2006 8:00,
2/17/2006 9:00,
2/17/2006 10:00,
2/17/2006 11:00,
2/17/2006 12:00,
2/17/2006 13:00,
2/17/2006 14:00,
2/17/2006 15:00,
2/17/2006 16:00,
2/17/2006 17:00,
2/17/2006 18:00,
2/17/2006 19:00,
2/17/2006 20:00,
2/17/2006 21:00,
2/17/2006 22:00,
2/17/2006 23:00,
2/18/2006 0:00,
2/18/2006 1:00,
2/18/2006 2:00,
2/18/2006 3:00,
2/18/2006 4:00,
2/18/2006 5:00,
2/18/2006 6:00,
2/18/2006 7:00,
2/18/2006 8:00,
2/18/2006 9:00,
2/18/2006 10:00,
2/18/2006 11:00,
2/18/2006 12:00,
